volgnr1z,buurtz,gebplmz,gebjrmz,relimz,bsmz,bersmz,berpmz,gebjrvz,gebplvaz,relivz,nrkindz,nrbodez,nrhgz,relhfdz,grondblz,pblz,patblz,totblz,jrhu1z,bervamz,bervavz,bermhuz,bervhuz,bergt1z,relgt1z,bergt2z,relgt2z,bergt3z,relgt3z,bergt4z,relgt4z,hugeldz,hulftaz,volgnr2z,hulftbz,bsvz,gebplvbz,vamasdz,pblvamz,vavasdz,pblvavz
227451,49,Amsterdam,1819,Doopsgezind,gehuwd,224,assuradeurs,1819,steden Nederland,Doopsgezind,1,2,0,-1,0,136,87,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,227452,-1,-1,-1,-1,-1,-1,-1
227501,9,Amsterdam,1821,Rooms Katholiek,gehuwd,voedingsmiddelen,directeur,1854,steden Nederland,Rooms Katholiek,2,0,1,ander familielid,99,118,279,496,1846,vader overleden,ambachtsman,koopman,zonder,240,broer/zwager man,koopman,oom/neef man,makelaar,oom/neef vrouw,koopman,oom/neef vrouw,geen of onbekend,25,227502,23,3,steden Nederland,buiten asd of dood,0,in Amsterdam,0
227551,6,Amsterdam,1826,Rooms Katholiek,gehuwd,tussenhandel,commissionair,1821,steden Nederland,Rooms Katholiek,1,2,0,-1,0,141,19,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,227552,-1,-1,-1,-1,-1,-1,-1
227601,6,Amsterdam,1841,"Overig, zonder",gehuwd,warenhandel,koopman,1855,steden Nederland,Nederlands Hervormd,4,2,0,-1,42,51,29,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,227602,-1,-1,-1,-1,-1,-1,-1
227651,9,Amsterdam,1833,Nederlands Hervormd,gehuwd,324,onderwijzer,1830,Amsterdam,Nederlands Hervormd,2,0,0,-1,117,51,0,168,1857,onderwijzer,koopman,onderwijzer,eigen bedrijf,onderwijzer,broer/zwager man,ambachtsman,oom/neef vrouw,bakker,broer/zwager vrouw,ambachtsman,broer/zwager vrouw,"f.4,-",24,227652,26,3,Amsterdam,in Amsterdam,0,in Amsterdam,11
227701,42,platteland Nederland,1832,Nederlands Hervormd,gehuwd,196,koopman,1842,steden Nederland,Nederlands Hervormd,2,2,0,-1,42,215,87,344,1868,vader overleden,zonder,commissionair,zonder,makelaar,broer/zwager vrouw,notaris,broer/zwager vrouw,apotheker,broer/zwager man,koopman,broer/zwager man,"f.15,-",35,227702,25,3,steden Nederland,buiten asd of dood,0,in Amsterdam,117
227751,22,platteland Nederland,1820,Nederlands Hervormd,gehuwd,stoomwerktuigen,fabrikanten,1819,platteland Nederland,Waals Hervormd,1,2,0,-1,0,308,165,473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,227752,-1,-1,-1,-1,-1,-1,-1
227801,46,steden Nederland,1845,Waals Hervormd,gehuwd,34,aannemers,1852,Amsterdam,Waals Hervormd,2,1,1,ander familielid,34,63,46,143,1873,240,vader overleden,aannemers,zonder,240,broer/zwager man,aannemers,broer/zwager man,240,oom/neef vrouw,opzichter,oom/neef vrouw,"f.15,-",27,227802,21,3,Amsterdam,in Amsterdam,49,buiten asd of dood,0
227851,42,platteland Nederland,1822,Nederlands Hervormd,weduwnaar,voedingsmiddelen,directeur,1819,Amsterdam,Hersteld Luthers,4,1,0,-1,34,137,58,228,1847,winkelier,ambachtsman,bakker,zonder,fabrikanten,broer/zwager vrouw,zonder,broer/zwager vrouw,zonder,broer/zwager vrouw,ambachtsman,geen familie,geen of onbekend,25,227852,28,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
227951,2,Amsterdam,1851,Ned. Israelitisch,gehuwd,warenhandel,koopman,1858,Amsterdam,Port. Israelitisch,3,4,0,-1,0,255,119,374,1879,koopman,koopman,koopman,zonder,koopman,broer/zwager man,makelaar,oom/neef vrouw,koopman,geen familie,koopman,oom/neef vrouw,geen of onbekend,27,227952,20,3,Amsterdam,in Amsterdam,295,in Amsterdam,274
228001,22,Amsterdam,1856,Ned. Israelitisch,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228002,-1,-1,-1,-1,-1,-1,-1
228051,49,platteland Nederland,1825,Nederlands Hervormd,gehuwd,scheepsbouw,hoofdarbeider,1829,steden Nederland,Nederlands Hervormd,6,0,0,-1,52,137,59,248,1855,vader overleden,opzichter,koopman,zonder,koopman,oom/neef vrouw,apotheker,oom/neef vrouw,ambtenaar,broer/zwager man,winkelier,broer/zwager man,"f.15,-",29,228052,21,3,steden Nederland,buiten asd of dood,0,in Amsterdam,47
228101,36,steden Nederland,1843,Nederlands Hervormd,gehuwd,warenhandel,winkelier,1844,steden Nederland,Nederlands Hervormd,1,3,0,-1,68,419,269,756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228102,-1,-1,-1,-1,-1,-1,-1
228151,36,Amsterdam,1801,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1811,steden Nederland,Waals Hervormd,0,3,0,-1,57,228,0,285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228152,-1,-1,-1,-1,-1,-1,-1
228201,33,platteland Nederland,1837,Nederlands Hervormd,gehuwd,vrije beroepen,arts,1845,kolonien,Nederlands Hervormd,3,2,0,-1,68,235,119,422,1866,vader overleden,vader overleden,arts,zonder,ambachtsman,broer/zwager man,bestuurder,oom/neef vrouw,zonder,oom/neef vrouw,arts,geen familie,"f.15,-",29,228202,20,3,kolonien,buiten asd of dood,0,buiten asd of dood,0
228251,20,Amsterdam,1818,Evangelisch Luthers,gehuwd,scheepsbouw,directeur,1821,Amsterdam,Waals Hervormd,4,3,0,-1,0,150,0,150,1852,zonder,zonder,ambtenaar,zonder,zonder,vader man,zonder,vader vrouw,ambtenaar,broer/zwager vrouw,militair,broer/zwager man,"f.50,-",33,228252,31,3,Amsterdam,in Amsterdam,90,in Amsterdam,393
228301,25,Amsterdam,1840,Ned. Israelitisch,gehuwd,warenhandel,koopman,1832,Amsterdam,Ned. Israelitisch,2,3,0,-1,85,34,19,137,1867,ambachtsman,vader overleden,diamantbewerking,winkelierster,ambachtsman,broer/zwager man,zonder,oom/neef vrouw,zonder,geen familie,ambachtsman,geen familie,geen of onbekend,25,228302,34,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
228351,10,platteland Nederland,1814,Ned. Israelitisch,gehuwd,warenhandel,koopman,1835,Amsterdam,Ned. Israelitisch,0,2,0,-1,57,99,14,171,1858,vader overleden,commissionair,koopman,zonder,commissionair,broer/zwager man,zonder,broer/zwager vrouw,commissionair,oom/neef vrouw,koopman,broer/zwager man,"f.15,-",44,228352,23,3,Amsterdam,buiten asd of dood,0,in Amsterdam,108
228401,7,steden Nederland,1832,Nederlands Hervormd,gehuwd,256,"ingenieur, architect",1831,steden Nederland,Nederlands Hervormd,7,2,0,-1,47,120,101,268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228402,-1,-1,-1,-1,-1,-1,-1
228451,11,platteland Nederland,1834,Rooms Katholiek,gehuwd,238,makelaar,1834,platteland Nederland,Rooms Katholiek,5,1,0,-1,47,99,26,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228452,-1,-1,-1,-1,-1,-1,-1
228501,24,platteland Nederland,1835,Rooms Katholiek,gehuwd,32,"timmerman, makelaar",1839,platteland Nederland,Rooms Katholiek,1,2,0,-1,167,130,91,388,1864,vader overleden,vader overleden,werklieden,dienstbode,winkelier,geen familie,bakker,geen familie,ambachtsman,geen familie,zonder,geen familie,geen of onbekend,28,228502,37,3,platteland Nederland,buiten asd of dood,0,buiten asd of dood,0
228551,21,Amsterdam,1838,Port. Israelitisch,gehuwd,239,commissionair,1852,steden Nederland,Port. Israelitisch,6,3,0,-1,49,157,38,245,1865,commissionair,vader overleden,commissionair,zonder,zonder,broer/zwager man,zonder,broer/zwager man,arts,oom/neef man,zonder,geen familie,"f.15,-",26,228552,25,3,steden Nederland,in Amsterdam,150,buiten asd of dood,0
228601,22,Amsterdam,1804,Port. Israelitisch,weduwnaar,bouwbedrijven,hoofdarbeider,1809,Amsterdam,Port. Israelitisch,5,1,0,-1,74,60,0,134,1832,makelaar,ambachtsman,koopman,zonder,makelaar,vader man,ambachtsman,vader vrouw,zonder,broer/zwager man,advocaat,geen familie,geen of onbekend,27,228602,22,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
228651,45,Amsterdam,1825,Nederlands Hervormd,gehuwd,103,ambachtsman,1824,platteland Nederland,Nederlands Hervormd,0,0,0,-1,123,37,0,160,1853,winkelier,vader overleden,ambachtsman,dienstbode,ambachtsman,geen familie,ambachtsman,geen familie,werklieden,geen familie,bakker,geen familie,"f.4,-",27,228652,28,3,platteland Nederland,in Amsterdam,0,buiten asd of dood,0
228701,48,Amsterdam,1843,Nederlands Hervormd,gehuwd,224,assuradeurs,1843,Amsterdam,Evangelisch Luthers,0,2,0,-1,0,239,160,399,1870,vader overleden,vader overleden,assuradeurs,zonder,commissionair,broer/zwager man,zonder,broer/zwager man,fabrikanten,broer/zwager vrouw,makelaar,oom/neef vrouw,"f.15,-",27,228702,27,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
228751,35,Amsterdam,1842,Nederlands Hervormd,gehuwd,warenhandel,winkelier,1841,Amsterdam,Evangelisch Luthers,6,1,0,-1,39,63,38,141,1867,ambachtsman,vader overleden,winkelier,zonder,zonder,broer/zwager vrouw,zonder,oom/neef vrouw,kantoorbediende,oom/neef vrouw,kantoorbediende,oom/neef vrouw,"f.15,-",24,228752,25,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
228801,3,steden Nederland,1846,Ned. Israelitisch,gehuwd,239,commissionair,1853,steden Nederland,Ned. Israelitisch,1,1,0,-1,0,169,58,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228802,-1,-1,-1,-1,-1,-1,-1
228851,21,Amsterdam,1846,Ned. Israelitisch,gehuwd,12,fabrikanten,1846,Amsterdam,Ned. Israelitisch,6,4,0,-1,187,278,215,680,1872,diamantbewerking,fabrikanten,diamantbewerking,zonder,winkelier,broer/zwager vrouw,fabrikanten,broer/zwager vrouw,commissionair,broer/zwager vrouw,winkelier,broer/zwager vrouw,"f.15,-",26,228852,25,3,Amsterdam,in Amsterdam,32,in Amsterdam,92
228901,35,Amsterdam,1815,Nederlands Hervormd,gehuwd,224,assuradeurs,1821,Amsterdam,Nederlands Hervormd,3,5,0,-1,245,772,493,1510,1845,assuradeurs,zonder,assuradeurs,zonder,commissionair,broer/zwager man,koopman,oom/neef man,zonder,oom/neef vrouw,lid gemeenteraad asd,oom/neef vrouw,geen of onbekend,29,228902,23,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
228951,21,Amsterdam,1858,Remonstrants,gehuwd,warenhandel,koopman,1861,platteland Nederland,Nederlands Hervormd,0,0,0,-1,0,73,119,192,1883,koopman,aannemers,koopman,zonder,fabrikanten,broer/zwager vrouw,zonder,oom/neef vrouw,fabrikanten,broer/zwager man,advocaat,broer/zwager man,geen of onbekend,24,228952,21,3,platteland Nederland,in Amsterdam,276,buiten asd of dood,0
229001,25,Amsterdam,1853,Nederlands Hervormd,gehuwd,warenhandel,koopman,1861,Amsterdam,Nederlands Hervormd,0,1,0,-1,89,121,26,236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229002,-1,-1,-1,-1,-1,-1,-1
229051,44,Amsterdam,1855,Nederlands Hervormd,gehuwd,scheepsbouw,reders,1856,Amsterdam,Nederlands Hervormd,0,1,0,-1,41,79,361,481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229052,-1,-1,-1,-1,-1,-1,-1
229101,43,Amsterdam,1835,Doopsgezind,weduwnaar,warenhandel,koopman,1833,Amsterdam,Doopsgezind,1,0,0,-1,0,75,119,194,1862,vader overleden,vader overleden,koopman,zonder,onderwijzer,broer/zwager man,zonder,oom/neef man,koopman,broer/zwager vrouw,koopman,broer/zwager vrouw,"f.15,-",26,229102,28,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
229151,5,steden Nederland,1857,Nederlands Hervormd,gehuwd,207,240,1857,Amsterdam,Rooms Katholiek,1,3,0,-1,0,117,153,269,1880,zonder,vader overleden,240,zonder,bakker,geen familie,ambachtsman,geen familie,koopman,geen familie,240,geen familie,geen of onbekend,23,229152,23,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
229201,20,Amsterdam,1825,Nederlands Hervormd,gehuwd,204,schipper,1824,Amsterdam,Nederlands Hervormd,3,1,1,ander familielid,32,110,47,188,1850,schipper,schipper,schipper,zonder,zonder,oom/neef vrouw,schipper,oom/neef vrouw,winkelier,oom/neef vrouw,schipper,geen familie,geen of onbekend,24,229202,26,weduwe,Amsterdam,in Amsterdam,0,buiten asd of dood,0
229251,28,Amsterdam,1843,Hersteld Luthers,gehuwd,overigen,kantoorbediende,1858,steden Nederland,Nederlands Hervormd,3,2,0,-1,39,89,42,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229252,-1,-1,-1,-1,-1,-1,-1
229301,40,Amsterdam,1826,Hersteld Luthers,gehuwd,bouwbedrijven,fabrikanten,1824,Amsterdam,Nederlands Hervormd,0,0,1,geen familie,133,27,38,199,1849,ambachtsman,vader overleden,werklieden,dienstbode,winkelier,broer/zwager man,ambachtsman,broer/zwager man,ambachtsman,broer/zwager man,ambachtsman,geen familie,geen of onbekend,22,229302,26,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
229351,19,Amsterdam,1827,Nederlands Hervormd,ongehuwd,303,notaris,-1,-1,-1,0,1,0,-1,0,143,119,262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229352,-1,-1,-1,-1,-1,-1,-1
229401,19,Amsterdam,1829,Nederlands Hervormd,weduwnaar,scheepsbouw,reders,-1,-1,-1,4,2,0,-1,0,86,134,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229402,-1,-1,-1,-1,-1,-1,-1
229451,8,Amsterdam,1815,Rooms Katholiek,gehuwd,162,bakker,1829,Amsterdam,Rooms Katholiek,4,1,0,-1,42,73,28,142,1849,vader overleden,vader overleden,bakker,zonder,koopman,oom/neef vrouw,koopman,broer/zwager man,koopman,broer/zwager vrouw,winkelier,broer/zwager vrouw,geen of onbekend,34,229452,23,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
229501,44,platteland Nederland,1846,Remonstrants,gehuwd,256,"ingenieur, architect",1848,Duitsland,Remonstrants,6,0,0,-1,0,89,115,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229502,-1,-1,-1,-1,-1,-1,-1
229551,8,platteland Nederland,1824,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1830,Amsterdam,Nederlands Hervormd,5,1,0,-1,106,112,0,218,1852,vader overleden,commissionair,zonder,zonder,ambtenaar,broer/zwager man,timmerman,oom/neef vrouw,timmerman,oom/neef vrouw,winkelier,geen familie,"f.4,-",28,229552,21,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
229601,2,Amsterdam,1846,Ned. Israelitisch,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,63,0,119,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229602,-1,-1,-1,-1,-1,-1,-1
229651,14,Amsterdam,1822,Ned. Israelitisch,weduwnaar,warenhandel,koopman,1822,Amsterdam,Ned. Israelitisch,1,1,1,ander familielid,50,81,119,250,1852,"losse arb., venter",koopman,diamantbewerking,winkelierster,"losse arb., venter",vader man,koopman,vader vrouw,diamantbewerking,broer/zwager man,diamantbewerking,broer/zwager man,"f.4,-",30,229652,30,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
229701,36,Amsterdam,1837,Rooms Katholiek,gehuwd,238,makelaar,1854,Amsterdam,Rooms Katholiek,0,0,1,ouder,120,0,19,139,1878,vader overleden,vader overleden,ambachtsman,zonder,winkelier,oom/neef vrouw,240,geen familie,winkelier,geen familie,diamantbewerking,geen familie,geen of onbekend,41,229702,24,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
229751,6,Amsterdam,1850,Rooms Katholiek,ongehuwd,warenhandel,koopman,-1,-1,-1,0,2,0,-1,34,54,50,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229752,-1,-1,-1,-1,-1,-1,-1
229801,25,Amsterdam,1845,Ned. Israelitisch,gehuwd,12,diamantbewerking,1845,Amsterdam,Ned. Israelitisch,4,1,0,-1,57,125,2,184,1864,diamantbewerking,koopman,diamantbewerking,zonder,ambachtsman,broer/zwager vrouw,diamantbewerking,broer/zwager vrouw,ambtenaar,geen familie,zonder,geen familie,geen of onbekend,18,229802,18,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
229851,24,steden Nederland,1819,Rooms Katholiek,weduwnaar,zonder beroep,zonder,-1,-1,-1,0,2,0,-1,120,162,0,282,1843,vader overleden,zonder,koopman,zonder,koopman,oom/neef man,koopman,broer/zwager man,koopman,geen familie,makelaar,geen familie,geen of onbekend,24,229852,24,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
229901,42,Amsterdam,1809,Evangelisch Luthers,gehuwd,crediet,directeur,1818,Amsterdam,Evangelisch Luthers,0,2,0,-1,0,227,0,227,1840,vader overleden,suikerraffinadeurs,advocaat,zonder,zonder,oom/neef vrouw,commissionair,oom/neef vrouw,koopman,oom/neef man,suikerraffinadeurs,broer/zwager vrouw,geen of onbekend,30,229902,22,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
229951,43,Amsterdam,1827,Nederlands Hervormd,gehuwd,255,apotheker,1830,platteland Nederland,Nederlands Hervormd,3,2,0,-1,95,374,0,469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229952,-1,-1,-1,-1,-1,-1,-1
230001,24,Amsterdam,1841,Ned. Israelitisch,gehuwd,tussenhandel,koopman,1841,Amsterdam,Ned. Israelitisch,1,3,0,-1,53,87,173,313,1862,vader overleden,commissionair,162,zonder,koopman,broer/zwager vrouw,zonder,oom/neef vrouw,commissionair,geen familie,commissionair,geen familie,"f.25,-",20,230002,21,3,Amsterdam,buiten asd of dood,0,in Amsterdam,145
230051,22,Amsterdam,1839,Port. Israelitisch,ongehuwd,239,commissionair,-1,-1,-1,2,1,3,-1,360,1230,580,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230052,-1,-1,-1,-1,-1,-1,-1
230101,45,Amsterdam,1823,Hersteld Luthers,gehuwd,202,stalhouder,1826,Amsterdam,Hersteld Luthers,3,0,0,-1,0,103,62,164,1856,vader overleden,vader overleden,machinist,naaister,ambachtsman,geen familie,werklieden,geen familie,winkelier,geen familie,werklieden,geen familie,geen of onbekend,28,230102,29,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
230151,13,Amsterdam,1846,Port. Israelitisch,gehuwd,warenhandel,koopman,1854,overig buitenland,Port. Israelitisch,4,0,0,-1,42,56,38,136,1873,koopman,koopman,koopman,zonder,koopman,broer/zwager man,winkelier,broer/zwager man,koopman,oom/neef vrouw,koopman,geen familie,"f.4,-",27,230152,18,3,overig buitenland,in Amsterdam,23,buiten asd of dood,0
230201,23,Amsterdam,1852,Nederlands Hervormd,gehuwd,224,assuradeurs,1858,Amsterdam,Nederlands Hervormd,1,2,0,-1,0,169,45,214,1878,assuradeurs,koopman,assuradeurs,zonder,zonder,oom/neef vrouw,koopman,oom/neef vrouw,advocaat,broer/zwager man,zonder,broer/zwager man,geen of onbekend,26,230202,19,3,Amsterdam,in Amsterdam,223,in Amsterdam,230
230251,18,Amsterdam,1842,Ned. Israelitisch,gehuwd,162,bakker,1841,Amsterdam,Ned. Israelitisch,5,0,0,-1,135,34,38,207,1865,ambachtsman,vader overleden,bakker,zonder,bakker,broer/zwager vrouw,werklieden,broer/zwager man,bakker,geen familie,"losse arb., venter",geen familie,geen of onbekend,23,230252,24,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
230301,33,steden Nederland,1842,Nederlands Hervormd,gehuwd,32,"timmerman, makelaar",1837,platteland Nederland,Nederlands Hervormd,1,0,0,-1,115,37,42,193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230302,-1,-1,-1,-1,-1,-1,-1
230351,44,Amsterdam,1837,Evangelisch Luthers,gehuwd,zonder beroep,zonder,1843,platteland Nederland,Nederlands Hervormd,6,1,0,-1,52,70,0,123,1864,koopman,zonder,koopman,zonder,ambachtsman,broer/zwager man,koopman,oom/neef man,ambachtsman,geen familie,zonder,geen familie,"f.4,-",26,230352,23,3,Amsterdam,in Amsterdam,57,in Amsterdam,28
230401,25,Amsterdam,1835,Evangelisch Luthers,weduwnaar,overigen,overigen,1835,Amsterdam,Evangelisch Luthers,0,1,0,-1,0,87,58,145,1866,vader overleden,vader overleden,koopman,zonder,commissionair,broer/zwager vrouw,landbouwer,broer/zwager vrouw,koopman,broer/zwager man,fabrikanten,oom/neef man,"f.15,-",30,230402,30,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
230451,5,Duitsland,1841,Rooms Katholiek,gehuwd,warenhandel,koopman,1851,Amsterdam,Nederlands Hervormd,3,2,0,-1,0,96,79,175,1872,vader overleden,ambachtsman,koopman,zonder,koopman,broer/zwager man,koopman,broer/zwager man,ambachtsman,oom/neef vrouw,geemployeerde,geen familie,"f.15,-",23,230452,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
230501,26,Amsterdam,1806,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1809,Amsterdam,Nederlands Hervormd,0,1,0,-1,39,96,0,135,1830,slager,winkelier,slager,zonder,slager,vader man,winkelier,vader vrouw,winkelier,broer/zwager vrouw,winkelier,broer/zwager man,geen of onbekend,24,230502,21,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
230551,36,platteland Nederland,1829,Nederlands Hervormd,gehuwd,vrije beroepen,arts,1827,steden Nederland,Nederlands Hervormd,1,2,0,-1,31,89,87,208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230552,-1,-1,-1,-1,-1,-1,-1
230601,35,platteland Nederland,1807,Waals Hervormd,weduwnaar,tussenhandel,commissionair,1827,steden Nederland,Remonstrants,6,2,0,-1,0,155,61,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230602,-1,-1,-1,-1,-1,-1,-1
230651,25,platteland Nederland,1843,Nederlands Hervormd,ongehuwd,256,"ingenieur, architect",-1,-1,-1,0,0,0,-1,0,188,38,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230652,-1,-1,-1,-1,-1,-1,-1
230701,36,Amsterdam,1844,Rooms Katholiek,gehuwd,224,assuradeurs,1851,Amsterdam,Rooms Katholiek,1,2,0,-1,0,154,119,273,1871,vader overleden,makelaar,assuradeurs,zonder,"ingenieur, architect",broer/zwager man,fabrikanten,oom/neef man,advocaat,oom/neef vrouw,militair,oom/neef vrouw,"f.15,-",26,230702,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
230751,49,Amsterdam,1824,Hersteld Luthers,gehuwd,overigen,overigen,1827,platteland Nederland,Nederlands Hervormd,0,2,0,-1,274,161,14,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230752,-1,-1,-1,-1,-1,-1,-1
230801,49,Amsterdam,1854,Nederlands Hervormd,gehuwd,warenhandel,koopman,1853,steden Nederland,Nederlands Hervormd,2,2,0,-1,0,111,26,136,1879,commissionair,predikant,zonder,zonder,zonder,broer/zwager vrouw,koopman,broer/zwager vrouw,commissionair,oom/neef man,assuradeurs,broer/zwager man,geen of onbekend,25,230802,25,3,steden Nederland,in Amsterdam,285,in Amsterdam,171
230851,3,Amsterdam,1813,Port. Israelitisch,gehuwd,238,makelaar,1853,Amsterdam,Port. Israelitisch,6,1,0,-1,84,44,66,194,1850,vader overleden,commissionair,makelaar,zonder,zonder,broer/zwager man,zonder,broer/zwager man,diamantbewerking,broer/zwager man,winkelier,geen familie,geen of onbekend,36,230852,26,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
230901,11,Amsterdam,1843,Rooms Katholiek,gehuwd,257,artistiek beroep,1843,Amsterdam,Rooms Katholiek,4,1,0,-1,65,60,14,139,1877,vader overleden,ambtenaar,artistiek beroep,winkelierster,koopman,broer/zwager man,ambachtsman,broer/zwager man,geemployeerde,broer/zwager vrouw,koopman,broer/zwager vrouw,geen of onbekend,34,230902,34,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
230951,35,platteland Nederland,1849,Nederlands Hervormd,gehuwd,304,onderwijzer,1853,steden Nederland,Nederlands Hervormd,3,2,2,ander familielid,104,151,0,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230952,-1,-1,-1,-1,-1,-1,-1
231001,42,Amsterdam,1837,"Overig, zonder",gehuwd,238,makelaar,1839,Amsterdam,"Overig, zonder",5,1,0,-1,0,220,72,292,1863,commissionair,directeur,commissionair,zonder,apotheker,oom/neef man,apotheker,oom/neef man,assuradeurs,oom/neef man,zonder,oom/neef vrouw,"f.15,-",25,231002,23,3,Amsterdam,in Amsterdam,143,in Amsterdam,442
231051,11,Amsterdam,1842,Rooms Katholiek,gehuwd,101,ambachtsman,1844,Amsterdam,Rooms Katholiek,5,0,0,-1,31,134,6,172,1864,ambachtsman,vader overleden,ambachtsman,zonder,ambachtsman,broer/zwager vrouw,ambachtsman,geen familie,machinist,geen familie,ambachtsman,geen familie,"f.4,-",22,231052,20,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
231101,42,platteland Nederland,1835,Nederlands Hervormd,gehuwd,warenhandel,koopman,1836,Amsterdam,Doopsgezind,5,3,1,ouder,0,105,73,178,1862,predikant,ambachtsman,winkelier,zonder,ambachtsman,broer/zwager vrouw,ambtenaar,broer/zwager vrouw,koopman,geen familie,ambachtsman,geen familie,"f.15,-",27,231102,26,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
231151,20,Amsterdam,1845,Nederlands Hervormd,gehuwd,overigen,fabrikanten,1846,Amsterdam,Evangelisch Luthers,3,2,0,-1,0,103,87,190,1871,koopman,directeur,zonder,zonder,commissionair,broer/zwager man,makelaar,oom/neef man,koopman,broer/zwager vrouw,fabrikanten,broer/zwager vrouw,"f.15,-",26,231152,25,3,Amsterdam,in Amsterdam,236,in Amsterdam,164
231201,44,Amsterdam,1823,Nederlands Hervormd,ongehuwd,167,fabrikanten,-1,-1,-1,0,2,2,ander familielid,0,179,95,274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231202,-1,-1,-1,-1,-1,-1,-1
231251,10,Amsterdam,1817,Evangelisch Luthers,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,3,0,-1,31,118,0,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231252,-1,-1,-1,-1,-1,-1,-1
