caswgt,volgnr1y,buurty,huisnry,lftmy,gebplmy,bersmy,berpmy,aboeky,relimy,bsmy,lftvy,relivy,gebplvy,nrkindy,nrbodey,nrhgy,relhfdy,grondbly,pbly,patbly,jrhu1y,bervamy,bervavy,bermhuy,bergt1y,relgt1y,bergt2y,relgt2y,bergt3y,relgt3y,bergt4y,relgt4y,hulftmy,hulftvy,volgnr2y,bsvy,gebplv1y,jrhu2y,bervam2y,bervav2y,bermhu2y,bergt12y,relgt12y,bergt22y,relgt22y,bergt32y,relgt32y,bergt42y,relgt42y,hulftm2y,hulftv2y,bsv2y,gebplv2y,jrhu3y,bervam3y,bervav3y,bermhu3y,bergt13y,relgt13y,bergt23y,relgt23y,bergt33y,relgt33y,bergt43y,relgt43y,hulftm3y,hulftv3y,bsv3y,gebplv3y,tot3bly,grblgy,pblgy,patblgy,omvhhy,berpm00y,berpm0y,totbly,lftklasy
1,119501,RR,177,55,Amsterdam,TUSSENHANDEL,comm. in effecten,als in bev.register,Doopsgezind,weduwnaar,-1,-1,-1,2,6,0,-1,0,267,237,1830,vader overleden,makelaar,commissionair,makelaar,vader vrouw,ambachtsman,broer/zwager man,assuradeurs,broer/zwager man,koopman,broer/zwager vrouw,31,29,119502,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,504,1,6,5,9,6,65,4,5
1,119551,UU,829,45,Z-Holl. steden,VERKEERSWEZEN,stalhouder,als in bev.register,Nederlands Hervormd,gehuwd,46,Nederlands Hervormd,Amsterdam,6,2,0,-1,93,301,113,1829,stalhouder,zonder,stalhouder,stalhouder,vader man,zonder,vader vrouw,houtvlotter,geen familie,timmerman,geen familie,20,22,119552,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,507,4,6,5,10,2,25,4,4
1,119601,BB,14,80,Amsterdam,WARENHANDEL,koopman,zonder beroep,"Overig, zonder",weduwnaar,-1,-1,-1,0,3,0,-1,192,388,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,5,6,6,4,6,61,4,8
1,119651,J,421,54,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Evangelisch Luthers,gehuwd,59,Nederlands Hervormd,Amsterdam,0,0,0,-1,62,37,62,1826,zonder,werklieden,werklieden,zonder,vader man,werklieden,vader vrouw,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,26,31,119652,weduwe,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,4,3,4,2,2,24,2,5
1,119701,C,156,74,Amsterdam,257,vrij beroep,zonder beroep,Ned. Israelitisch,weduwnaar,-1,-1,-1,1,1,8,ander familielid,146,77,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,223,5,4,1,11,2,23,3,7
1,119751,JJ,344,46,Z-Holl. steden,TUSSENHANDEL,comm. in effecten,als in bev.register,Nederlands Hervormd,gehuwd,41,Nederlands Hervormd,Z-Holl. steden,8,3,1,ouder,0,176,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,1,5,1,14,6,65,2,4
1,119801,X,508,36,Z-Holl. steden,255,advocaat,als in bev.register,Nederlands Hervormd,gehuwd,33,Nederlands Hervormd,Z-Holl. steden,1,2,0,-1,23,69,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,3,4,3,5,2,23,2,3
1,119851,B,291,41,Amsterdam,WARENHANDEL,wijnkoopman,als in bev.register,Rooms Katholiek,gehuwd,26,Ned. Israelitisch,Groot-Brittannie,2,3,0,-1,64,126,87,1851,vader overleden,ambachtsman,wijnkoopman,koopman,broer/zwager vrouw,koopman,broer/zwager vrouw,koopman,oom/neef man,koopman,oom/neef man,38,30,119852,ongehuwd,Groot-Brittannie,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,277,4,5,4,7,6,61,3,4
1,119901,B,84,36,Noord-Duitsland,251,arts,als in bev.register,Ned. Israelitisch,gehuwd,28,Ned. Israelitisch,Amsterdam,2,3,0,-1,71,176,58,1848,vader overleden,vrij beroep,arts,vrij beroep,broer/zwager vrouw,vrij beroep,broer/zwager vrouw,koopman,broer/zwager man,koopman,broer/zwager man,31,23,119902,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305,4,5,4,7,2,23,3,3
1,119951,X,643,65,Amsterdam,360,zonder,zonder beroep,Evangelisch Luthers,gehuwd,55,Evangelisch Luthers,Amsterdam,3,1,0,-1,0,126,0,1817,vader overleden,vader overleden,koopman,ambtenaar,oom/neef man,koopman,broer/zwager man,ambtenaar,oom/neef vrouw,koopman,geen familie,28,19,119952,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,1,5,1,6,5,54,2,6
1,120001,CC,712,51,Amsterdam,255,advocaat,als in bev.register,Nederlands Hervormd,gehuwd,61,Nederlands Hervormd,Amsterdam,4,3,0,-1,181,401,0,1824,lid Staten-Generaal,minister,zonder,lid Staten-Generaal,vader man,minister,vader vrouw,lid gemeenteraad asd,oom/neef man,ambtenaar,broer/zwager vrouw,22,32,120002,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,582,5,6,1,9,2,23,4,5
1,120051,W,537,39,Amsterdam,TUSSENHANDEL,commissionair,als in bev.register,Port. Israelitisch,gehuwd,35,Port. Israelitisch,Amsterdam,8,1,3,ander familielid,0,78,87,1836,fabrikanten,zonder,zonder,zonder,vader vrouw,zonder,oom/neef man,winkelier,oom/neef man,zonder,geen familie,22,18,120052,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,1,4,4,14,6,65,2,3
1,120101,Z,693,61,Amsterdam,WARENHANDEL,wijnkoopman,als in bev.register,Gereformeerd,weduwnaar,-1,-1,-1,9,4,0,-1,433,540,618,1813,wijnkoopman,vader overleden,wijnkoopman,koopman,oom/neef man,koopman,oom/neef man,wijnkoopman,broer/zwager vrouw,ambtenaar,geen familie,21,25,120102,ongehuwd,Amsterdam,1831,zonder,advocaat,wijnkoopman,zonder,vader man,advocaat,vader vrouw,koopman,6,kantoorbediende,broer/zwager vrouw,39,24,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1591,6,6,6,14,6,61,5,6
1,120151,L,304,38,ov. N-Holland,WARENHANDEL,tabakskoopman,als in bev.register,Gereformeerd,gehuwd,46,Gereformeerd,ov. Gelderland,5,2,1,ander familielid,0,65,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,1,4,4,10,6,61,2,3
1,120201,P,18,46,Utrecht steden,251,arts,als in bev.register,Ned. Israelitisch,gehuwd,44,Ned. Israelitisch,Amsterdam,8,2,0,-1,64,115,58,1833,zonder,vader overleden,arts,zonder,vader man,koopman,broer/zwager vrouw,advocaat,geen familie,vrij beroep,geen familie,25,23,120202,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,237,4,5,4,12,2,23,3,4
1,120251,Z,637,30,Belgie,255,advocaat,als in bev.register,Nederlands Hervormd,ongehuwd,-1,-1,-1,0,2,1,geen familie,0,253,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120252,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,253,1,6,1,4,2,23,3,3
1,120301,Z,818,56,Amsterdam,151,ambachtsman,als in bev.register,Nederlands Hervormd,gehuwd,44,Nederlands Hervormd,Z-Holl. steden,2,2,1,geen familie,64,78,62,1839,vader overleden,zonder,ambachtsman,ambachtsman,geen familie,timmerman,geen familie,slager,geen familie,ambtenaar,geen familie,41,30,120302,ongehuwd,Z-Holl. steden,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,4,4,4,7,2,21,3,5
1,120351,LL,228,33,Amsterdam,370,kantoorbediende,zonder beroep,Nederlands Hervormd,gehuwd,28,Nederlands Hervormd,Amsterdam,2,3,0,-1,0,202,0,1850,makelaar,240,kantoorbediende,makelaar,broer/zwager man,koopman,broer/zwager man,assuradeurs,broer/zwager vrouw,makelaar,broer/zwager vrouw,29,24,120352,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202,1,5,1,7,3,32,3,3
1,120401,LL,37,40,Amsterdam,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,gehuwd,29,Nederlands Hervormd,N-Brabant steden,5,1,0,-1,0,126,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,1,5,4,8,6,61,3,4
1,120451,X,376,42,Amsterdam,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,ongehuwd,-1,-1,-1,0,2,3,ander familielid,0,225,237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,462,1,5,5,6,6,61,3,4
1,120501,KK,129,38,Amsterdam,303,ambtenaar,als in bev.register,Rooms Katholiek,gehuwd,40,Rooms Katholiek,N-Brabant steden,0,1,2,ander familielid,0,104,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,1,5,4,5,4,41,2,3
1,120551,FF,296,72,Amsterdam,VOEDINGS EN GENOTMID,suikerraffinadeurs,als in bev.register,Hersteld Luthers,weduwnaar,-1,-1,-1,3,2,0,-1,310,56,46,1814,vader overleden,"losse arb., venter",169,zonder,geen familie,suikerraffinadeurs,geen familie,suikerraffinadeurs,geen familie,ambachtsman,geen familie,32,27,120552,ongehuwd,Noord-Duitsland,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,412,6,4,3,6,1,11,3,7
1,120601,A,422,76,Amsterdam,52,ambachtsman,als in bev.register,Rooms Katholiek,weduwnaar,-1,-1,-1,0,1,0,-1,91,74,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,169,4,4,2,2,2,21,2,7
1,120651,F,10,53,West-Duitsland,WARENHANDEL,werklieden,geen,Rooms Katholiek,gehuwd,50,Rooms Katholiek,ov. N-Holl. steden,0,0,0,-1,115,25,0,1826,vader overleden,vader overleden,bakker,ambachtsman,geen familie,ambachtsman,geen familie,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,26,33,120652,weduwe,Amsterdam,1846,vader overleden,vader overleden,werklieden,werklieden,geen familie,werklieden,geen familie,zonder,7,werklieden,geen familie,46,42,weduwe,ov. N-Holl. steden,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140,5,3,1,2,3,31,2,5
1,120701,TT,510,45,Amsterdam,WARENHANDEL,kruidenier,als in bev.register,Nederlands Hervormd,weduwnaar,-1,-1,-1,3,1,0,-1,57,52,22,1831,vader overleden,timmerman,kruidenier,timmerman,vader vrouw,zeeman,geen familie,makelaar,geen familie,commissionair,geen familie,22,22,120702,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,4,4,3,5,2,22,2,4
1,120751,Z,467,53,Amsterdam,TUSSENHANDEL,makelaar,als in bev.register,Nederlands Hervormd,gehuwd,46,Nederlands Hervormd,Amsterdam,7,3,0,-1,0,126,113,1823,ambachtsman,boekhouder,makelaar,ambachtsman,vader man,boekhouder,vader vrouw,makelaar,geen familie,stadhuisambtenaar,stadhuisambtenaar,22,20,120752,ongehuwd,ov. N-Holland,1825,vader overleden,vader overleden,makelaar,makelaar,broer/zwager man,koopman,oom/neef man,koopman,6,makelaar,geen familie,24,17,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,239,1,5,5,12,6,68,3,5
1,120801,KK,446,41,Amsterdam,TUSSENHANDEL,commissionair,als in bev.register,Nederlands Hervormd,weduwnaar,-1,-1,-1,2,2,0,-1,0,90,87,1842,koopman,vader overleden,commissionair,makelaar,broer/zwager vrouw,tabakskoopman,broer/zwager man,kantoorbediende,broer/zwager vrouw,commissionair,geen familie,29,31,120802,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,177,1,4,4,5,6,65,2,4
1,120851,LL,122,36,Amsterdam,360,zonder,zonder beroep,Evangelisch Luthers,ongehuwd,-1,-1,-1,0,2,4,ander familielid,0,222,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,222,1,5,1,7,5,54,3,3
1,120901,AA,8,31,Amsterdam,360,zonder,zonder beroep,Nederlands Hervormd,gehuwd,24,Nederlands Hervormd,Amsterdam,0,3,0,-1,0,320,533,1849,vader overleden,makelaar,zonder,koopman,broer/zwager man,lid gemeenteraad asd,broer/zwager man,commissionair,oom/neef vrouw,455,oom/neef vrouw,27,19,120902,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,853,1,6,6,5,5,54,4,3
1,120951,JJ,425,64,Amsterdam,VERZEKERINGSWEZEN,assuradeurs,als in bev.register,Doopsgezind,gehuwd,69,Waals Hervormd,Amsterdam,2,2,0,-1,0,191,247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120952,-1,-1,1829,vader overleden,zonder,overigen,commissionair,broer/zwager man,kantoorbediende,broer/zwager man,commissionair,5,koopman,geen familie,40,45,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,438,1,5,5,6,1,12,3,6
1,121001,E,12,42,Amsterdam,WARENHANDEL,winkelier,als in bev.register,Hersteld Luthers,gehuwd,40,Rooms Katholiek,ov. N-Holland,1,0,0,-1,112,52,54,1852,vader overleden,ambachtsman,winkelier,boekhouder,oom/neef man,kantoorbediende,geen familie,boekhouder,geen familie,ambachtsman,geen familie,40,38,121002,weduwe,ov. N-Holland,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,218,5,4,4,3,2,22,3,4
1,121101,CC,279,38,ov. Gelderland,360,zonder,geen,Gereformeerd,gehuwd,40,Gereformeerd,Amsterdam,1,1,3,ander familielid,55,42,21,1840,zonder,bakker,landbouwer,koopman,oom/neef man,apotheker,broer/zwager man,ambachtsman,oom/neef man,schipper,geen familie,24,26,121102,weduwe,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,4,3,3,7,5,54,2,3
1,121151,HH,443,83,Z-Holl. steden,360,rentenier,anders dan bev.reg.,Nederlands Hervormd,weduwnaar,-1,-1,-1,0,4,0,-1,152,303,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121152,-1,-1,1820,vader overleden,vader overleden,hoogleraar,koopman,geen familie,koopman,geen familie,koopman,7,notaris,geen familie,49,36,weduwe,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,455,5,6,1,5,5,51,3,8
1,121201,K,462,46,ov. N-Holl. steden,WARENHANDEL,tabakskoopman,als in bev.register,Gereformeerd,gehuwd,48,Doopsgezind,Gelderland steden,5,1,0,-1,0,84,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,142,1,4,4,8,6,61,2,4
1,121251,KK,512,65,ov. Friesland,340,predikant,als in bev.register,Nederlands Hervormd,gehuwd,60,Nederlands Hervormd,Amsterdam,0,2,0,-1,0,131,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121252,-1,-1,1837,predikant,vader overleden,predikant,zonder,broer/zwager vrouw,zonder,broer/zwager vrouw,makelaar,5,ambtenaar,geen familie,49,35,ongehuwd,Amsterdam,"3e huw., rest onbeke",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,1,5,1,4,4,44,2,6
1,121301,K,97,36,Z-Holl. steden,VERKEERSWEZEN,240,als in bev.register,Gereformeerd,gehuwd,29,Gereformeerd,Amsterdam,3,2,0,-1,172,50,173,1846,vader overleden,vader overleden,240,ambachtsman,broer/zwager man,240,broer/zwager man,zonder,geen familie,ambachtsman,geen familie,29,22,121302,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,395,5,4,5,7,2,24,3,3
1,121351,JJ,419,50,Utrecht steden,TUSSENHANDEL,commissionair,als in bev.register,Ned. Israelitisch,gehuwd,50,Ned. Israelitisch,Z-Holl. steden,4,2,1,ander familielid,0,114,58,1825,vader overleden,koopman,koopman,commissionair,broer/zwager man,commissionair,oom/neef vrouw,advocaat,geen familie,boekhouder,geen familie,21,22,121352,ongehuwd,Z-Holl. steden,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,172,1,5,4,9,6,65,2,5
1,121401,V,298,57,ov. Z-Holland,360,zonder,zonder beroep,Nederlands Hervormd,gehuwd,42,Nederlands Hervormd,overig Utrecht,8,2,0,-1,0,323,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,323,1,6,1,12,5,54,3,5
1,121451,BB,44,32,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Nederlands Hervormd,weduwnaar,-1,-1,-1,3,0,0,-1,0,29,87,1845,vader overleden,timmerman,ambachtsman,ambachtsman,broer/zwager man,ambachtsman,broer/zwager man,koopman,oom/neef vrouw,ambachtsman,geen familie,23,26,121452,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,1,3,4,4,2,24,2,3
1,121501,Z,470,60,Amsterdam,360,zonder,zonder beroep,Nederlands Hervormd,gehuwd,60,Evangelisch Luthers,Amsterdam,6,2,0,-1,0,157,0,1819,vader overleden,vader overleden,zonder,zonder,geen familie,zonder,geen familie,zonder,geen familie,zonder,geen familie,25,26,121502,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,157,1,5,1,10,5,54,2,6
1,121551,HH,316,45,Amsterdam,VERKEERSWEZEN,sleper,als in bev.register,Nederlands Hervormd,gehuwd,38,Nederlands Hervormd,Amsterdam,0,0,0,-1,58,150,27,1839,vader overleden,werklieden,huispersoneel,commissionair,oom/neef man,huispersoneel,broer/zwager man,ambachtsman,geen familie,huispersoneel,geen familie,31,24,121552,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,235,4,5,3,2,2,25,3,4
1,121601,RR,273,56,Friesland steden,WARENHANDEL,koopman,als in bev.register,Doopsgezind,gehuwd,46,Evangelisch Luthers,Amsterdam,2,2,0,-1,0,111,87,1830,vader overleden,vader overleden,apotheker,arts,geen familie,kantoorbediende,geen familie,stadhuisambtenaar,stadhuisambtenaar,kantoorbediende,geen familie,32,23,121602,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,1,5,4,6,6,61,2,5
1,121651,B,76,44,Amsterdam,WARENHANDEL,koopman,als in bev.register,Nederlands Hervormd,gehuwd,44,Evangelisch Luthers,Amsterdam,3,2,0,-1,0,207,173,1835,koopman,koopman,koopman,koopman,vader man,koopman,vader vrouw,zonder,broer/zwager vrouw,zonder,broer/zwager man,26,26,121652,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,380,1,5,5,7,6,61,3,4
1,121701,W,421,53,Amsterdam,360,zonder,zonder beroep,Ned. Israelitisch,gehuwd,49,Ned. Israelitisch,Amsterdam,2,1,0,-1,702,128,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,830,6,5,1,5,5,54,4,5
1,121751,U,421,47,Amsterdam,WARENHANDEL,wijnkoopman,als in bev.register,Nederlands Hervormd,gehuwd,42,Evangelisch Luthers,Amsterdam,4,0,0,-1,0,39,87,1829,ambachtsman,vader overleden,werklieden,ambachtsman,vader man,ambachtsman,geen familie,werklieden,geen familie,ambachtsman,geen familie,23,18,121752,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,1,3,4,6,6,61,2,4
1,121801,EE,403,46,Amsterdam,BOUWBEDRIJVEN,ambachtsman,als in bev.register,Nederlands Hervormd,gehuwd,45,Nederlands Hervormd,Amsterdam,6,1,0,-1,127,24,10,1830,ambachtsman,kantoorbediende,ambachtsman,ambachtsman,vader man,kantoorbediende,vader vrouw,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,23,21,121802,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,5,3,2,9,2,21,2,4
1,121851,JJ,338,53,ov. Friesland,306,ambtenaar,als in bev.register,Nederlands Hervormd,gehuwd,50,Nederlands Hervormd,Z-Holl. steden,2,3,1,ander familielid,277,339,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,616,6,6,1,8,4,41,4,5
